# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
99.9000 M271 10000 3 39.9000 S27 P102 299 N S27->C106->S28->P102
133.3000 M372 10000 2 13.3000 S37 P100 299 N S37->C152->P100
247.2000 M884 10000 2 7.2000 S88 P100 299 N S88->C152->P100
247.3000 M883 10000 2 67.3000 S88 P100 298 N S88->C152->P100
344.7000 M154 10000 2 104.7000 S15 P102 298 N S15->C173->P102
344.8000 M492 10000 4 224.8000 S49 P102 296 N S49->C154->S91->C173->P102
344.9000 M491 10000 4 284.9000 S49 P102 295 N S49->C154->S91->C173->P102
389.7000 M93 10000 2 209.7000 S9 P102 296 N S9->C143->P102
436.2000 M823 10000 2 256.2000 S82 P102 295 N S82->C108->P102
436.3000 M451 10000 2 376.3000 S45 P102 293 N S45->C108->P102
436.4000 M142 10000 2 316.4000 S14 P102 294 N S14->C108->P102
460.4000 M96 10000 2 100.4000 S9 P102 298 N S9->C143->P102
465.5000 M395 10000 2 165.5000 S39 P102 297 N S39->C154->P102
465.6000 M294 10000 3 225.6000 S29 P102 296 N S29->C172->C154->P102
489.7000 M851 10000 2 429.7000 S85 P102 292 N S85->C148->P102
497.0000 M323 10000 2 317.0000 S32 P104 294 N S32->C130->P104
497.1000 M994 10000 2 257.1000 S99 P104 295 N S99->C130->P104
497.2000 M991 10000 2 437.2000 S99 P104 292 N S99->C130->P104
497.3000 M56 10000 2 137.3000 S5 P104 297 N S5->C130->P104
497.4000 M42 10000 2 377.4000 S4 P104 293 N S4->C130->P104
497.5000 M41 10000 2 437.5000 S4 P104 292 N S4->C130->P104
527.5000 M216 10000 2 167.5000 S21 P102 297 N S21->C132->P102
527.6000 M398 10000 2 47.6000 S39 P102 299 N S39->C132->P102
527.7000 M298 10000 2 47.7000 S29 P102 299 N S29->C132->P102
527.8000 M297 10000 2 107.8000 S29 P102 298 N S29->C132->P102
527.9000 M262 10000 3 407.9000 S26 P102 293 N S26->C142->C132->P102
528.0000 M277 10000 2 108.0000 S27 P102 298 N S27->C132->P102
528.1000 M268 10000 2 48.1000 S26 P102 299 N S26->C132->P102
540.1000 M289 10000 1 0.1000 S28 P102 299 N S28->P102
564.4000 M888 10000 2 84.4000 S88 P100 298 N S88->C152->P100
564.5000 M887 10000 2 144.5000 S88 P100 297 N S88->C152->P100
566.0000 M622 10000 2 446.0000 S62 P103 292 N S62->C115->P103
651.2000 M144 10000 4 411.2000 S14 P102 293 N S14->C107->S85->C148->P102
651.3000 M858 10000 2 171.3000 S85 P102 297 N S85->C148->P102
692.0000 M218 10000 2 212.0000 S21 P102 296 N S21->C118->P102
692.1000 M818 10000 4 212.1000 S81 P102 296 N S81->C138->S21->C118->P102
740.8000 M623 10000 3 560.8000 S62 P103 290 N S62->C125->C115->P103
770.2000 M862 10000 2 650.2000 S86 P103 289 N S86->C153->P103
770.3000 M861 10000 2 710.3000 S86 P103 288 N S86->C153->P103
792.4000 M910 10000 4 192.4000 S9 P102 296 N S9->C160->S85->C108->P102
796.7000 M829 10000 3 256.7000 S82 P100 295 N S82->C160->C152->P100
796.8000 M827 10000 3 376.8000 S82 P100 293 N S82->C160->C152->P100
899.7000 M792 10000 6 779.7000 S79 P102 287 N S79->C124->C106->S91->C154->C143->P102
967.8000 M594 10000 3 727.8000 S59 P100 287 N S59->C107->C160->P100
967.9000 M811 10000 5 907.9000 S81 P100 284 N S81->C138->C172->C132->C160->P100
968.0000 M918 10000 4 488.0000 S91 P100 291 N S91->C162->S45->C160->P100
968.1000 M483 10000 5 788.1000 S48 P100 286 N S48->C154->C148->S85->C160->P100
968.2000 M263 10000 4 788.2000 S26 P100 286 N S26->C142->C132->C160->P100
968.3000 M209 10000 4 428.3000 S20 P100 292 N S20->C107->C132->C160->P100
968.4000 M456 10000 2 608.4000 S45 P100 289 N S45->C160->P100
968.5000 M205 10000 4 668.5000 S20 P100 288 N S20->C108->S85->C160->P100
968.6000 M498 10000 5 488.6000 S49 P100 291 N S49->C154->S91->C162->C160->P100
968.7000 M92 10000 3 848.7000 S9 P100 285 N S9->C162->C160->P100
968.8000 M146 10000 4 608.8000 S14 P100 289 N S14->C162->S45->C160->P100
968.9000 M288 10000 4 488.9000 S28 P100 291 N S28->C148->S85->C160->P100
969.0000 M852 10000 3 849.0000 S85 P100 285 N S85->C107->C160->P100
969.1000 M287 10000 4 549.1000 S28 P100 290 N S28->C148->S85->C160->P100
969.2000 M208 10000 4 489.2000 S20 P100 291 N S20->C107->C132->C160->P100
969.3000 M284 10000 3 729.3000 S28 P100 287 N S28->C148->C160->P100
969.4000 M2010 10000 4 369.4000 S20 P100 293 N S20->C107->C132->C160->P100
969.5000 M9110 10000 4 369.5000 S91 P100 293 N S91->C162->S45->C160->P100
969.6000 M768 10000 2 489.6000 S76 P100 291 N S76->C160->P100
969.7000 M598 10000 2 489.7000 S59 P100 291 N S59->C160->P100
969.8000 M762 10000 4 849.8000 S76 P100 285 N S76->C154->C148->C160->P100
969.9000 M148 10000 4 489.9000 S14 P100 291 N S14->C162->S45->C160->P100
970.0000 M152 10000 5 850.0000 S15 P100 285 N S15->C154->C148->S85->C160->P100
970.1000 M458 10000 2 490.1000 S45 P100 291 N S45->C160->P100
970.2000 M155 10000 5 670.2000 S15 P100 288 N S15->C173->C154->S9->C160->P100
970.3000 M206 10000 4 610.3000 S20 P100 289 N S20->C108->S85->C160->P100
970.4000 M814 10000 5 730.4000 S81 P100 287 N S81->C138->C172->C132->C160->P100
970.5000 M267 10000 3 550.5000 S26 P100 290 N S26->C132->C160->P100
970.6000 M156 10000 5 610.6000 S15 P100 289 N S15->C132->C148->S85->C160->P100
970.7000 M913 10000 5 790.7000 S91 P100 286 N S91->C132->C148->S85->C160->P100
970.8000 M596 10000 2 610.8000 S59 P100 289 N S59->C160->P100
970.9000 M914 10000 4 730.9000 S91 P100 287 N S91->C132->S9->C160->P100
1005.9000 M46 10000 4 645.9000 S4 P100 289 N S4->C138->S23->C162->P100
1006.0000 M506 10000 5 646.0000 S50 P100 289 N S50->C110->C149->S23->C162->P100
1006.1000 M299 10000 5 466.1000 S29 P100 292 N S29->C173->C138->S23->C162->P100
1006.2000 M571 10000 4 946.2000 S57 P100 284 N S57->C149->S23->C162->P100
1006.3000 M232 10000 2 886.3000 S23 P100 285 N S23->C162->P100
1006.4000 M44 10000 4 766.4000 S4 P100 287 N S4->C138->S23->C162->P100
1006.5000 M235 10000 2 706.5000 S23 P100 288 N S23->C162->P100
1007.2000 M238 10000 3 527.2000 S23 P100 291 N S23->C162->C160->P100
1023.8000 M157 10000 3 603.8000 S15 P102 289 N S15->C154->C143->P102
1023.9000 M61 10000 6 963.9000 S6 P102 283 N S6->C116->C151->C142->S39->C143->P102
