# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
2250.3000 M492 10000 26 2130.3000 S49 P102 264 N S49->C108->S91->C221->S15->C202->S48->C204->C148->C111->C144->C155->C134->S21->C131->C128->C171->S37->C159->S4->C181->S23->C115->C145->C232->C219->P102
2250.4000 M503 10000 15 2070.4000 S50 P102 265 N S50->C222->S24->C169->S87->C152->C228->S99->C115->S23->C171->C145->S37->C232->C219->P102
2326.7000 M239 10000 23 1786.7000 S23 P102 270 N S23->C141->C173->C181->S99->C208->C152->C115->S5->C159->C106->C145->S37->C232->C219->C226->C175->C204->C162->S29->C133->C210->S28->P102
2463.5000 M526 10000 29 2103.5000 S52 P102 264 N S52->C111->C132->S68->C204->C216->C177->S48->C162->S91->C183->S15->C221->S49->C130->C137->S76->C212->C210->C226->S9->C120->S85->C154->C116->C128->C118->C151->C133->P102
2506.7000 M279 10000 26 1966.7000 S27 P102 267 N S27->C216->S39->C212->C191->S48->C177->C148->C185->S91->C162->C133->C150->C151->S26->C173->C108->C204->S21->C128->C232->C141->C210->C219->C145->S28->P102
2506.8000 M277 10000 26 2086.8000 S27 P102 265 N S27->C216->S39->C212->C191->S48->C177->C148->C185->S91->C162->C133->C150->C151->S26->C173->C108->C204->S21->C128->C232->C141->C210->C219->C145->S28->P102
2606.3000 M451 10000 26 2546.3000 S45 P102 257 N S45->C175->S14->C210->C154->S82->C137->S94->C214->S92->C199->C185->C106->S98->C136->C188->C183->S22->C189->C226->C148->S91->C162->C221->S49->C151->P102
2606.4000 M826 10000 26 2246.4000 S82 P102 262 N S82->C106->S45->C118->S14->C137->C120->C175->S59->C154->C185->S94->C210->C214->S92->C188->C183->S22->C189->C226->C148->S91->C162->C221->S49->C151->P102
2664.3000 M3610 10000 7 2064.3000 S36 P104 265 N S36->C105->C187->S38->C228->P101->C205->P104
2664.4000 M129 10000 8 2124.4000 S12 P104 264 N S12->C164->S38->C187->S36->C228->P101->C205->P104
2664.5000 M702 10000 11 2544.5000 S70 P104 257 N S70->C215->C164->S36->C105->S12->C187->S38->C228->P101->C205->P104
2740.3000 M7910 10000 11 2140.3000 S79 P102 264 N S79->C112->S92->C199->C210->C212->C221->S91->C162->S49->C175->P102
2882.4000 M827 10000 29 2462.4000 S82 P100 258 N S82->C106->S45->C185->S14->C118->C120->S59->C137->C175->C116->C154->C128->C183->C108->S20->C219->C202->C141->C204->S21->C131->S5->C159->S37->C171->C181->S4->C221->P100
2913.4000 M541 10000 44 2853.4000 S54 P101 252 N S54->C156->C133->S6->C231->C143->C134->S21->C216->C212->C162->S81->C150->C178->C183->S28->C185->P102->C128->C221->C202->C220->C175->C219->C141->P100->C171->S4->C181->S23->C159->C228->C106->S5->C145->C152->C176->S61->C115->C222->C170->S30->C105->C211->P101
2913.5000 M16 10000 24 2553.5000 S1 P101 257 N S1->C225->P104->C181->S32->C173->S99->C208->C131->S61->C176->C222->C233->C115->C205->C187->S17->C220->S74->C161->C170->S30->C105->C211->P101
3010.7000 M498 10000 28 2530.7000 S49 P100 257 N S49->C202->C108->S15->C216->S76->C221->S91->C130->S48->C201->C133->C148->C162->C204->C137->S39->C173->S27->C210->S26->C180->C175->C181->C207->C115->S37->C145->P100
3172.9000 M305 10000 29 2872.9000 S30 P102 252 N S30->C123->S95->S75->C113->S43->C160->C231->C224->C139->C180->C210->C148->C144->C226->C175->S26->C181->C204->S29->C151->S27->C219->S39->C185->C130->C162->C177->S28->P102
