# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
122.2000 M271 10000 4 62.2000 S27 P102 298 N S27->C129->C128->S28->P102
191.5000 M372 10000 2 71.5000 S37 P100 298 N S37->C143->P100
193.3000 M883 10000 2 13.3000 S88 P100 299 N S88->C143->P100
214.6000 M862 10000 2 94.6000 S86 P103 298 N S86->C149->P103
214.7000 M861 10000 2 154.7000 S86 P103 297 N S86->C149->P103
214.8000 M622 10000 2 94.8000 S62 P103 298 N S62->C149->P103
255.7000 M402 10000 2 135.7000 S40 P101 297 N S40->C138->P101
327.7000 M451 10000 4 267.7000 S45 P102 295 N S45->C154->C181->C177->P102
327.8000 M944 10000 2 87.8000 S94 P102 298 N S94->C177->P102
327.9000 M93 10000 3 147.9000 S9 P102 297 N S9->C128->C177->P102
328.0000 M763 10000 3 148.0000 S76 P102 297 N S76->C128->C177->P102
328.1000 M144 10000 3 88.1000 S14 P102 298 N S14->C181->C177->P102
328.2000 M142 10000 4 208.2000 S14 P102 296 N S14->C154->C162->C177->P102
328.3000 M823 10000 5 148.3000 S82 P102 297 N S82->C154->C106->C181->C177->P102
330.3000 M235 10000 2 30.3000 S23 P100 299 N S23->C186->P100
330.4000 M232 10000 2 210.4000 S23 P100 296 N S23->C186->P100
330.5000 M44 10000 2 90.5000 S4 P100 298 N S4->C186->P100
334.5000 M884 10000 2 94.5000 S88 P100 298 N S88->C186->P100
355.9000 M851 10000 2 295.9000 S85 P102 295 N S85->C201->P102
379.0000 M154 10000 3 139.0000 S15 P102 297 N S15->C128->C181->P102
379.1000 M96 10000 2 19.1000 S9 P102 299 N S9->C181->P102
383.2000 M395 10000 2 83.2000 S39 P102 298 N S39->C177->P102
383.3000 M294 10000 2 143.3000 S29 P102 297 N S29->C177->P102
438.4000 M887 10000 2 18.4000 S88 P100 299 N S88->C186->P100
532.2000 M526 10000 3 172.2000 S52 P102 297 N S52->C181->C197->P102
532.3000 M262 10000 4 412.3000 S26 P102 293 N S26->C179->C181->C197->P102
532.4000 M524 10000 3 292.4000 S52 P102 295 N S52->C181->C197->P102
532.5000 M224 10000 4 292.5000 S22 P102 295 N S22->C189->C120->C197->P102
532.6000 M398 10000 2 52.6000 S39 P102 299 N S39->C197->P102
532.7000 M277 10000 4 112.7000 S27 P102 298 N S27->C150->S39->C197->P102
539.0000 M594 10000 4 299.0000 S59 P100 295 N S59->C106->C145->C185->P100
539.1000 M02 10000 2 419.1000 S0 P100 293 N S0->C185->P100
540.1000 M289 10000 1 0.1000 S28 P102 299 N S28->P102
542.8000 M994 10000 2 302.8000 S99 P104 294 N S99->C131->P104
542.9000 M11 10000 2 482.9000 S1 P104 291 N S1->C131->P104
543.0000 M996 10000 2 183.0000 S99 P104 296 N S99->C131->P104
543.1000 M997 10000 2 123.1000 S99 P104 297 N S99->C131->P104
543.2000 M323 10000 2 363.2000 S32 P104 293 N S32->C131->P104
543.3000 M991 10000 2 483.3000 S99 P104 291 N S99->C131->P104
543.4000 M19 10000 2 3.4000 S1 P104 299 N S1->C131->P104
550.5000 M245 10000 3 250.5000 S24 P104 295 N S24->C137->C153->P104
550.6000 M504 10000 3 310.6000 S50 P104 294 N S50->C137->C153->P104
550.7000 M874 10000 4 310.7000 S87 P104 294 N S87->C133->C137->C153->P104
550.8000 M721 10000 5 490.8000 S72 P104 291 N S72->C121->C137->C159->C153->P104
550.9000 M441 10000 3 490.9000 S44 P104 291 N S44->C159->C153->P104
551.0000 M501 10000 3 491.0000 S50 P104 291 N S50->C137->C153->P104
597.5000 M596 10000 4 237.5000 S59 P100 296 N S59->C106->C168->C204->P100
597.6000 M146 10000 4 237.6000 S14 P100 296 N S14->C106->C186->C204->P100
597.7000 M456 10000 4 237.7000 S45 P100 296 N S45->C106->C168->C204->P100
599.9000 M491 10000 2 539.9000 S49 P102 291 N S49->C171->P102
600.0000 M497 10000 2 180.0000 S49 P102 297 N S49->C171->P102
600.1000 M157 10000 2 180.1000 S15 P102 296 N S15->C171->P102
600.2000 M492 10000 2 480.2000 S49 P102 291 N S49->C171->P102
626.6000 M992 10000 4 506.6000 S99 P101 291 N S99->C140->S19->C190->P101
626.7000 M881 10000 6 566.7000 S88 P101 290 N S88->C186->S23->C140->S19->C190->P101
626.8000 M13 10000 6 446.8000 S1 P101 292 N S1->C131->C195->C140->S19->C190->P101
626.9000 M365 10000 2 326.9000 S36 P101 294 N S36->C190->P101
627.0000 M52 10000 6 507.0000 S5 P101 291 N S5->C131->C195->C140->S19->C190->P101
627.1000 M361 10000 2 567.1000 S36 P101 290 N S36->C190->P101
627.2000 M701 10000 4 567.2000 S70 P101 290 N S70->C187->S38->C190->P101
